gas_ftir_scan64_replicate1,gas_ftir_scan64_replicate2,gas_ftir_scan64_replicate3,gas_ftir_scan64_replicate4,gas_ftir_scan64_replicate5,gas_ftir_scan64_replicate6,gas_ftir_scan64_replicate7,gas_ftir_scan64_replicate8,gas_ftir_scan64_replicate9,gas_ftir_scan64_replicate10,gas_ftir_scan64_replicate11,gas_ftir_scan64_replicate12,gas_ftir_scan64_replicate13
134.83,135.1,129.22,129.52,130.38,130.71,104.99,105.05,100.03,99.88,91.26,100.22,98.8
134.85,135.12,129.23,129.54,130.4,130.73,104.99,105.05,100.03,99.88,91.26,100.22,98.81
134.87,135.14,129.25,129.55,130.42,130.75,104.99,105.05,100.03,99.88,91.26,100.22,98.81
134.88,135.15,129.26,129.57,130.43,130.76,105.0,105.06,100.03,99.88,91.26,100.22,98.81
134.9,135.17,129.28,129.58,130.45,130.78,105.0,105.06,100.03,99.88,91.26,100.21,98.81
134.91,135.19,129.29,129.59,130.46,130.79,105.01,105.07,100.03,99.88,91.27,100.22,98.81
134.93,135.2,129.3,129.61,130.48,130.81,105.01,105.07,100.03,99.88,91.27,100.22,98.81
134.94,135.22,129.32,129.62,130.49,130.82,105.01,105.07,100.03,99.88,91.27,100.22,98.81
134.96,135.23,129.33,129.63,130.51,130.84,105.02,105.08,100.03,99.88,91.27,100.22,98.81
134.97,135.24,129.34,129.64,130.52,130.85,105.02,105.08,100.03,99.88,91.28,100.22,98.81
134.98,135.25,129.35,129.65,130.53,130.86,105.02,105.08,100.03,99.88,91.28,100.22,98.81
134.99,135.26,129.36,129.66,130.54,130.87,105.02,105.08,100.03,99.88,91.28,100.22,98.8
134.99,135.26,129.37,129.67,130.54,130.87,105.03,105.09,100.03,99.88,91.29,100.22,98.8
135.0,135.27,129.37,129.68,130.55,130.88,105.03,105.09,100.04,99.88,91.29,100.22,98.8
135.0,135.27,129.38,129.68,130.55,130.88,105.03,105.09,100.04,99.88,91.29,100.22,98.8
135.0,135.27,129.38,129.68,130.56,130.88,105.03,105.09,100.04,99.88,91.3,100.22,98.8
135.0,135.27,129.38,129.68,130.56,130.89,105.03,105.09,100.04,99.88,91.3,100.22,98.8
135.0,135.27,129.38,129.68,130.56,130.88,105.03,105.09,100.04,99.89,91.3,100.22,98.8
135.0,135.27,129.38,129.68,130.55,130.88,105.03,105.09,100.04,99.89,91.3,100.22,98.8
134.99,135.26,129.37,129.67,130.55,130.87,105.03,105.09,100.03,99.89,91.3,100.22,98.8
134.98,135.25,129.37,129.67,130.54,130.87,105.03,105.08,100.03,99.89,91.3,100.22,98.8
134.97,135.24,129.36,129.66,130.53,130.86,105.02,105.08,100.03,99.88,91.3,100.22,98.8
134.96,135.23,129.35,129.65,130.52,130.85,105.02,105.08,100.03,99.88,91.3,100.23,98.79
134.95,135.22,129.34,129.64,130.51,130.84,105.02,105.08,100.03,99.88,91.3,100.23,98.79
134.94,135.21,129.33,129.63,130.5,130.83,105.02,105.08,100.03,99.89,91.3,100.23,98.79
134.93,135.2,129.32,129.62,130.49,130.82,105.02,105.08,100.03,99.89,91.3,100.23,98.79
134.91,135.18,129.31,129.61,130.48,130.8,105.01,105.07,100.03,99.89,91.3,100.22,98.8
134.9,135.17,129.3,129.6,130.47,130.79,105.01,105.07,100.03,99.89,91.3,100.22,98.8
134.89,135.16,129.29,129.59,130.45,130.78,105.01,105.07,100.03,99.89,91.3,100.22,98.8
134.88,135.15,129.28,129.58,130.44,130.77,105.01,105.06,100.03,99.89,91.3,100.22,98.8
134.87,135.13,129.26,129.56,130.43,130.75,105.0,105.06,100.03,99.88,91.3,100.22,98.8
134.85,135.12,129.25,129.55,130.42,130.74,105.0,105.06,100.03,99.88,91.3,100.22,98.8
134.84,135.11,129.24,129.54,130.41,130.73,105.0,105.06,100.03,99.88,91.3,100.22,98.8
134.83,135.1,129.23,129.53,130.4,130.72,105.0,105.06,100.02,99.88,91.3,100.22,98.81
134.82,135.09,129.22,129.52,130.39,130.71,104.99,105.05,100.02,99.88,91.3,100.22,98.81
134.82,135.08,129.22,129.51,130.38,130.7,104.99,105.05,100.02,99.88,91.3,100.22,98.81
134.81,135.08,129.21,129.51,130.37,130.7,104.99,105.05,100.02,99.88,91.3,100.22,98.81
134.8,135.07,129.2,129.5,130.37,130.69,104.99,105.05,100.02,99.88,91.3,100.22,98.81
134.8,135.06,129.2,129.49,130.36,130.68,104.99,105.05,100.02,99.88,91.3,100.22,98.81
134.79,135.06,129.19,129.49,130.35,130.68,104.98,105.04,100.02,99.88,91.3,100.22,98.81
134.79,135.05,129.19,129.49,130.35,130.67,104.98,105.04,100.02,99.88,91.3,100.22,98.81
134.78,135.05,129.19,129.48,130.35,130.67,104.98,105.04,100.02,99.89,91.3,100.22,98.81
134.78,135.05,129.19,129.48,130.35,130.67,104.98,105.03,100.02,99.89,91.31,100.22,98.82
134.78,135.05,129.19,129.48,130.34,130.67,104.97,105.03,100.02,99.89,91.31,100.22,98.82
134.78,135.04,129.19,129.48,130.34,130.67,104.97,105.02,100.02,99.89,91.31,100.22,98.82
134.78,135.04,129.19,129.48,130.34,130.66,104.96,105.02,100.02,99.88,91.31,100.22,98.82
134.77,135.04,129.19,129.48,130.34,130.66,104.96,105.02,100.03,99.88,91.31,100.22,98.82
134.77,135.04,129.19,129.48,130.34,130.66,104.96,105.01,100.03,99.88,91.31,100.22,98.82
134.77,135.04,129.19,129.48,130.34,130.66,104.96,105.01,100.03,99.89,91.31,100.22,98.83
134.77,135.03,129.18,129.48,130.33,130.66,104.96,105.01,100.03,99.89,91.32,100.22,98.83
134.77,135.03,129.18,129.48,130.33,130.65,104.96,105.01,100.03,99.89,91.32,100.22,98.83
134.76,135.03,129.18,129.47,130.33,130.65,104.96,105.01,100.02,99.89,91.32,100.21,98.84
134.76,135.02,129.17,129.47,130.33,130.64,104.96,105.01,100.02,99.89,91.32,100.21,98.84
134.76,135.02,129.17,129.46,130.32,130.64,104.96,105.01,100.02,99.89,91.32,100.22,98.84
134.75,135.02,129.17,129.46,130.32,130.64,104.95,105.01,100.02,99.89,91.32,100.22,98.84
134.75,135.01,129.16,129.46,130.32,130.63,104.95,105.01,100.02,99.89,91.32,100.22,98.84
134.74,135.01,129.16,129.45,130.31,130.63,104.95,105.01,100.02,99.89,91.33,100.22,98.84
134.73,135.0,129.16,129.45,130.31,130.63,104.95,105.0,100.02,99.89,91.33,100.22,98.84
134.73,134.99,129.15,129.44,130.31,130.62,104.94,105.0,100.02,99.89,91.33,100.22,98.84
134.72,134.99,129.15,129.44,130.3,130.62,104.94,105.0,100.02,99.89,91.33,100.22,98.84
134.72,134.98,129.14,129.43,130.29,130.61,104.94,104.99,100.02,99.89,91.34,100.22,98.84
134.72,134.98,129.13,129.43,130.29,130.61,104.94,104.99,100.02,99.89,91.34,100.22,98.84
134.72,134.98,129.13,129.42,130.29,130.61,104.93,104.99,100.02,99.89,91.34,100.22,98.84
134.72,134.98,129.13,129.43,130.29,130.61,104.93,104.99,100.02,99.89,91.34,100.22,98.83
134.72,134.98,129.13,129.43,130.3,130.61,104.93,104.99,100.02,99.89,91.34,100.22,98.83
134.71,134.98,129.13,129.43,130.29,130.61,104.93,104.99,100.02,99.89,91.34,100.22,98.83
134.71,134.97,129.13,129.42,130.29,130.6,104.93,104.99,100.02,99.89,91.35,100.22,98.83
134.71,134.97,129.13,129.42,130.28,130.6,104.93,104.98,100.02,99.89,91.35,100.22,98.83
134.71,134.97,129.12,129.42,130.28,130.6,104.92,104.98,100.02,99.89,91.35,100.22,98.83
134.71,134.97,129.12,129.42,130.28,130.6,104.92,104.98,100.02,99.89,91.35,100.22,98.83
134.71,134.97,129.13,129.42,130.28,130.6,104.92,104.98,100.02,99.89,91.35,100.22,98.83
134.71,134.97,129.13,129.42,130.29,130.6,104.92,104.98,100.02,99.89,91.35,100.23,98.82
134.71,134.98,129.14,129.43,130.29,130.61,104.92,104.97,100.02,99.89,91.35,100.23,98.83
134.72,134.98,129.15,129.44,130.29,130.61,104.92,104.97,100.02,99.89,91.36,100.23,98.83
134.72,134.98,129.15,129.44,130.3,130.61,104.92,104.97,100.02,99.89,91.36,100.23,98.83
134.72,134.98,129.12,129.41,130.29,130.61,104.92,104.98,100.02,99.89,91.36,100.23,98.83
134.7,134.96,129.07,129.36,130.27,130.59,104.93,104.98,100.02,99.89,91.36,100.23,98.83
134.68,134.94,129.02,129.31,130.25,130.56,104.93,104.99,100.02,99.89,91.36,100.23,98.82
134.68,134.94,129.0,129.29,130.25,130.56,104.93,104.98,100.03,99.89,91.36,100.24,98.82
134.69,134.96,129.04,129.33,130.26,130.58,104.92,104.97,100.03,99.89,91.36,100.24,98.81
134.72,134.98,129.09,129.38,130.29,130.6,104.9,104.96,100.03,99.89,91.36,100.24,98.8
134.73,134.99,129.12,129.41,130.29,130.6,104.9,104.95,100.03,99.89,91.36,100.25,98.79
134.7,134.96,129.1,129.39,130.26,130.58,104.9,104.95,100.03,99.89,91.37,100.25,98.78
134.66,134.92,129.07,129.35,130.23,130.54,104.9,104.96,100.03,99.89,91.37,100.25,98.78
134.62,134.88,129.04,129.33,130.21,130.52,104.91,104.97,100.03,99.89,91.37,100.25,98.77
134.62,134.88,129.05,129.33,130.21,130.52,104.91,104.97,100.03,99.89,91.38,100.26,98.76
134.62,134.88,129.05,129.34,130.21,130.52,104.91,104.96,100.03,99.89,91.38,100.26,98.75
134.63,134.89,129.06,129.35,130.22,130.53,104.91,104.96,100.03,99.89,91.38,100.27,98.73
134.64,134.9,129.07,129.36,130.22,130.54,104.91,104.96,100.03,99.89,91.37,100.28,98.7
134.64,134.9,129.08,129.36,130.23,130.54,104.91,104.96,100.03,99.89,91.37,100.3,98.67
134.65,134.91,129.09,129.37,130.24,130.55,104.91,104.97,100.02,99.89,91.36,100.32,98.63
134.66,134.92,129.09,129.38,130.25,130.56,104.91,104.97,100.02,99.88,91.35,100.35,98.59
134.67,134.93,129.1,129.39,130.25,130.56,104.91,104.97,100.02,99.88,91.34,100.37,98.55
134.67,134.93,129.11,129.39,130.26,130.57,104.91,104.97,100.01,99.87,91.34,100.38,98.53
134.68,134.93,129.12,129.4,130.26,130.57,104.91,104.96,100.01,99.87,91.34,100.38,98.53
134.68,134.94,129.13,129.42,130.27,130.58,104.91,104.96,100.02,99.87,91.36,100.38,98.55
134.69,134.95,129.14,129.42,130.27,130.58,104.91,104.96,100.02,99.88,91.37,100.36,98.59
134.68,134.94,129.13,129.42,130.27,130.58,104.91,104.97,100.02,99.88,91.39,100.34,98.63
134.68,134.93,129.13,129.41,130.26,130.57,104.91,104.97,100.03,99.89,91.41,100.31,98.67
134.67,134.92,129.12,129.4,130.25,130.56,104.91,104.97,100.03,99.89,91.42,100.29,98.71
134.66,134.91,129.11,129.39,130.25,130.56,104.91,104.97,100.03,99.89,91.44,100.28,98.74
134.64,134.9,129.1,129.39,130.24,130.55,104.91,104.97,100.03,99.89,91.45,100.27,98.77
134.63,134.89,129.1,129.38,130.23,130.54,104.91,104.96,100.04,99.9,91.46,100.26,98.79
134.61,134.87,129.09,129.37,130.21,130.52,104.9,104.96,100.04,99.9,91.46,100.25,98.8
134.59,134.85,129.07,129.36,130.2,130.5,104.91,104.96,100.04,99.9,91.47,100.25,98.82
134.57,134.82,129.06,129.34,130.18,130.49,104.91,104.96,100.04,99.9,91.48,100.25,98.83
134.55,134.8,129.05,129.33,130.16,130.47,104.91,104.97,100.04,99.9,91.48,100.24,98.84
134.53,134.78,129.03,129.32,130.15,130.46,104.92,104.97,100.04,99.9,91.49,100.24,98.85
134.51,134.77,129.02,129.31,130.14,130.44,104.92,104.98,100.04,99.9,91.5,100.24,98.86
134.5,134.76,129.01,129.3,130.13,130.43,104.92,104.98,100.04,99.9,91.51,100.24,98.87
134.49,134.75,129.01,129.29,130.12,130.43,104.93,104.98,100.04,99.9,91.51,100.24,98.87
134.48,134.74,129.01,129.29,130.12,130.43,104.93,104.98,100.04,99.9,91.52,100.24,98.88
134.48,134.74,129.01,129.29,130.12,130.43,104.93,104.99,100.04,99.9,91.53,100.23,98.88
134.48,134.74,129.01,129.29,130.12,130.43,104.93,104.99,100.05,99.9,91.53,100.23,98.88
134.48,134.73,129.01,129.29,130.12,130.43,104.94,104.99,100.05,99.9,91.54,100.23,98.88
134.48,134.73,129.01,129.29,130.12,130.42,104.94,105.0,100.05,99.9,91.54,100.24,98.88
134.47,134.73,129.01,129.29,130.12,130.42,104.94,105.0,100.04,99.9,91.55,100.24,98.88
134.47,134.72,129.01,129.29,130.12,130.42,104.95,105.0,100.05,99.9,91.55,100.24,98.88
134.47,134.72,129.01,129.29,130.12,130.42,104.95,105.01,100.05,99.9,91.56,100.24,98.88
134.47,134.72,129.01,129.29,130.12,130.43,104.96,105.01,100.05,99.9,91.57,100.24,98.88
134.47,134.72,129.01,129.29,130.12,130.43,104.96,105.02,100.05,99.9,91.57,100.24,98.88
134.47,134.73,129.01,129.29,130.12,130.43,104.97,105.02,100.05,99.9,91.57,100.24,98.88
134.47,134.73,129.01,129.29,130.12,130.43,104.97,105.02,100.05,99.9,91.58,100.24,98.88
134.48,134.73,129.01,129.29,130.13,130.43,104.97,105.03,100.05,99.9,91.58,100.24,98.88
134.48,134.73,129.01,129.29,130.13,130.43,104.97,105.03,100.05,99.9,91.58,100.24,98.88
134.48,134.73,129.01,129.29,130.13,130.43,104.97,105.03,100.05,99.9,91.59,100.24,98.89
134.48,134.74,129.01,129.29,130.13,130.43,104.97,105.03,100.05,99.9,91.59,100.24,98.89
134.48,134.73,129.01,129.29,130.13,130.43,104.98,105.03,100.05,99.9,91.59,100.24,98.9
134.48,134.73,129.0,129.28,130.13,130.43,104.98,105.03,100.05,99.9,91.6,100.24,98.9
134.48,134.73,129.0,129.28,130.13,130.43,104.98,105.03,100.05,99.91,91.6,100.24,98.9
134.48,134.73,129.0,129.28,130.13,130.43,104.98,105.03,100.05,99.91,91.6,100.24,98.9
134.48,134.73,128.99,129.27,130.12,130.43,104.98,105.03,100.05,99.91,91.61,100.24,98.9
134.48,134.74,128.99,129.27,130.12,130.43,104.98,105.03,100.05,99.91,91.61,100.24,98.9
134.48,134.74,128.99,129.27,130.12,130.42,104.98,105.03,100.05,99.91,91.62,100.24,98.91
134.48,134.74,128.98,129.26,130.12,130.42,104.98,105.03,100.05,99.91,91.62,100.24,98.91
134.48,134.74,128.98,129.26,130.11,130.42,104.97,105.03,100.06,99.91,91.63,100.24,98.92
134.48,134.74,128.98,129.26,130.11,130.41,104.97,105.03,100.06,99.91,91.63,100.24,98.92
134.48,134.74,128.97,129.25,130.11,130.41,104.97,105.03,100.06,99.91,91.64,100.24,98.92
134.48,134.74,128.97,129.25,130.11,130.41,104.97,105.03,100.06,99.91,91.64,100.24,98.91
134.48,134.74,128.97,129.25,130.11,130.41,104.97,105.03,100.07,99.91,91.65,100.24,98.91
134.49,134.74,128.97,129.25,130.11,130.41,104.97,105.02,100.07,99.9,91.65,100.24,98.91
134.49,134.74,128.97,129.24,130.11,130.41,104.97,105.02,100.07,99.9,91.66,100.25,98.91
134.49,134.74,128.96,129.24,130.1,130.41,104.97,105.02,100.07,99.9,91.67,100.25,98.91
134.49,134.74,128.96,129.24,130.1,130.4,104.97,105.02,100.07,99.9,91.67,100.25,98.91
134.49,134.74,128.96,129.23,130.1,130.4,104.96,105.02,100.07,99.9,91.67,100.25,98.91
134.49,134.74,128.95,129.23,130.1,130.4,104.96,105.02,100.07,99.9,91.68,100.25,98.91
134.49,134.74,128.95,129.23,130.1,130.4,104.96,105.01,100.07,99.9,91.68,100.26,98.9
134.49,134.74,128.95,129.22,130.09,130.39,104.96,105.01,100.07,99.9,91.68,100.26,98.9
134.49,134.74,128.95,129.22,130.09,130.39,104.96,105.01,100.07,99.9,91.68,100.26,98.91
134.49,134.74,128.94,129.22,130.09,130.39,104.96,105.01,100.07,99.89,91.68,100.26,98.91
134.5,134.75,128.94,129.22,130.09,130.39,104.96,105.01,100.07,99.89,91.68,100.26,98.91
134.5,134.75,128.94,129.22,130.09,130.39,104.96,105.01,100.07,99.89,91.68,100.26,98.92
134.5,134.75,128.94,129.22,130.1,130.39,104.96,105.01,100.07,99.89,91.68,100.26,98.92
134.51,134.76,128.95,129.22,130.1,130.4,104.96,105.01,100.07,99.9,91.68,100.26,98.92
134.51,134.76,128.95,129.23,130.1,130.4,104.96,105.01,100.06,99.9,91.67,100.27,98.91
134.52,134.76,128.96,129.23,130.11,130.4,104.96,105.01,100.06,99.9,91.67,100.27,98.91
134.52,134.77,128.96,129.23,130.11,130.41,104.96,105.01,100.06,99.9,91.67,100.27,98.91
134.53,134.77,128.97,129.24,130.12,130.42,104.96,105.01,100.06,99.9,91.66,100.26,98.91
134.53,134.78,128.97,129.25,130.12,130.42,104.96,105.01,100.06,99.9,91.66,100.26,98.91
134.53,134.78,128.98,129.25,130.13,130.43,104.96,105.02,100.06,99.9,91.65,100.26,98.91
134.54,134.79,128.98,129.26,130.13,130.43,104.97,105.02,100.06,99.9,91.65,100.26,98.91
134.54,134.79,128.99,129.26,130.14,130.44,104.97,105.02,100.06,99.9,91.64,100.26,98.91
134.55,134.79,129.0,129.27,130.15,130.44,104.97,105.02,100.06,99.91,91.64,100.26,98.91
134.55,134.8,129.0,129.27,130.15,130.45,104.97,105.02,100.06,99.91,91.63,100.26,98.9
134.55,134.8,129.01,129.28,130.16,130.45,104.97,105.03,100.06,99.9,91.63,100.26,98.9
134.55,134.8,129.01,129.28,130.16,130.46,104.98,105.03,100.06,99.9,91.62,100.26,98.9
134.56,134.8,129.01,129.29,130.17,130.46,104.98,105.03,100.06,99.9,91.62,100.26,98.91
134.56,134.81,129.02,129.29,130.17,130.47,104.98,105.03,100.06,99.9,91.61,100.26,98.91
134.56,134.81,129.02,129.3,130.17,130.47,104.98,105.03,100.06,99.91,91.61,100.26,98.91
134.56,134.81,129.03,129.3,130.18,130.47,104.98,105.04,100.06,99.91,91.6,100.26,98.9
134.56,134.81,129.03,129.3,130.18,130.48,104.98,105.04,100.06,99.91,91.59,100.26,98.9
134.56,134.81,129.03,129.31,130.18,130.48,104.99,105.04,100.06,99.91,91.59,100.27,98.9
134.57,134.81,129.04,129.31,130.19,130.48,104.99,105.04,100.06,99.91,91.58,100.27,98.9
134.57,134.81,129.04,129.31,130.19,130.48,104.99,105.04,100.06,99.91,91.58,100.26,98.9
134.56,134.81,129.04,129.31,130.19,130.48,104.99,105.04,100.06,99.91,91.57,100.26,98.91
134.56,134.81,129.04,129.31,130.19,130.48,104.99,105.04,100.06,99.92,91.57,100.26,98.91
134.56,134.81,129.04,129.31,130.19,130.48,104.99,105.04,100.07,99.92,91.56,100.26,98.91
134.56,134.8,129.04,129.31,130.18,130.48,104.99,105.04,100.07,99.93,91.56,100.26,98.92
134.55,134.8,129.03,129.31,130.18,130.47,104.99,105.04,100.07,99.93,91.56,100.26,98.92
134.55,134.79,129.03,129.3,130.18,130.47,104.99,105.04,,,,,
134.54,134.79,129.03,129.3,130.17,130.47,104.99,105.04,,,,,
134.53,134.78,129.02,129.29,130.17,130.46,104.99,105.04,,,,,
134.53,134.77,129.02,129.29,130.16,130.45,104.98,105.04,,,,,
134.52,134.76,129.01,129.28,130.15,130.44,104.98,105.04,,,,,
134.51,134.76,129.0,129.27,130.14,130.43,104.98,105.03,,,,,
134.5,134.75,128.99,129.26,130.13,130.42,104.98,105.03,,,,,
134.49,134.73,128.98,129.25,130.12,130.41,104.98,105.03,,,,,
134.48,134.72,128.97,129.24,130.11,130.4,104.98,105.03,,,,,
134.46,134.71,128.96,129.23,130.1,130.39,104.97,105.02,,,,,
134.45,134.69,128.95,129.21,130.08,130.38,104.97,105.02,,,,,
134.44,134.68,128.93,129.2,130.07,130.36,104.97,105.02,,,,,
134.42,134.66,128.92,129.19,130.06,130.35,104.96,105.02,,,,,
134.41,134.65,128.91,129.17,130.04,130.33,104.96,105.01,,,,,
134.39,134.63,128.89,129.16,130.03,130.32,104.96,105.01,,,,,
134.38,134.62,128.88,129.15,130.01,130.3,104.96,105.01,,,,,
134.36,134.61,128.87,129.14,130.0,130.29,104.95,105.01,,,,,
134.35,134.59,128.86,129.13,129.99,130.28,104.95,105.0,,,,,
134.34,134.58,128.85,129.11,129.97,130.26,104.95,105.0,,,,,
134.32,134.57,128.84,129.1,129.96,130.25,104.95,105.0,,,,,
134.31,134.55,128.83,129.09,129.95,130.24,104.95,105.0,,,,,
134.3,134.54,128.81,129.08,129.94,130.23,104.95,105.0,,,,,
134.29,134.53,128.8,129.07,129.93,130.22,104.95,105.0,,,,,
134.28,134.52,128.79,129.06,129.92,130.21,104.95,105.0,,,,,
134.27,134.51,128.79,129.05,129.91,130.2,104.94,105.0,,,,,
134.26,134.5,128.78,129.04,129.9,130.19,104.94,105.0,,,,,
134.25,134.49,128.77,129.04,129.9,130.18,104.94,105.0,,,,,
134.25,134.49,128.77,129.04,129.89,130.18,104.94,105.0,,,,,
134.24,134.48,128.77,129.03,129.89,130.18,104.95,105.0,,,,,
134.24,134.48,128.77,129.03,129.89,130.18,104.95,105.0,,,,,
134.24,134.48,128.77,129.03,129.89,130.18,104.95,105.0,,,,,
134.24,134.48,128.77,129.04,129.89,130.18,104.95,105.0,,,,,
134.25,134.49,128.77,129.04,129.9,130.18,104.95,105.0,,,,,
134.25,134.49,128.78,129.04,129.9,130.19,104.95,105.01,,,,,
134.25,134.49,128.78,129.04,129.9,130.19,104.96,105.01,,,,,
134.26,134.5,128.78,129.05,129.91,130.19,104.96,105.01,,,,,
134.26,134.5,128.79,129.05,129.91,130.2,104.96,105.01,,,,,
134.26,134.5,128.79,129.05,129.92,130.2,104.96,105.01,,,,,
134.26,134.5,128.79,129.06,129.92,130.2,104.97,105.02,,,,,
134.26,134.5,128.8,129.06,129.92,130.2,104.97,105.02,,,,,
134.26,134.5,128.8,129.06,129.92,130.21,104.97,105.02,,,,,
134.26,134.5,128.8,129.06,129.92,130.21,104.97,105.02,,,,,
134.26,134.49,128.8,129.06,129.92,130.2,104.97,105.02,,,,,
134.25,134.49,128.79,129.06,129.92,130.2,104.97,105.03,,,,,
134.24,134.48,128.79,129.05,129.91,130.2,104.98,105.03,,,,,
134.24,134.47,128.79,129.05,129.91,130.19,104.98,105.03,,,,,
134.23,134.47,128.78,129.04,129.9,130.19,104.98,105.03,,,,,
134.22,134.46,128.78,129.04,129.9,130.18,104.98,105.03,,,,,
134.21,134.45,128.77,129.03,129.89,130.17,104.98,105.03,,,,,
134.2,134.44,128.76,129.02,129.88,130.16,104.98,105.03,,,,,
134.19,134.42,128.75,129.01,129.87,130.15,104.98,105.03,,,,,
134.18,134.41,128.74,129.0,129.86,130.14,104.97,105.02,,,,,
134.16,134.4,128.73,128.99,129.85,130.13,104.97,105.02,,,,,
134.15,134.39,128.72,128.98,129.84,130.12,104.97,105.02,,,,,
134.14,134.37,128.71,128.97,129.83,130.11,104.97,105.02,,,,,
134.13,134.36,128.7,128.96,129.81,130.1,104.97,105.02,,,,,
134.12,134.35,128.69,128.95,129.8,130.08,104.96,105.01,,,,,
134.1,134.34,128.68,128.94,129.79,130.07,104.96,105.01,,,,,
134.09,134.33,128.66,128.92,129.77,130.06,104.96,105.01,,,,,
134.08,134.31,128.65,128.91,129.76,130.04,104.95,105.0,,,,,
134.06,134.3,128.64,128.9,129.75,130.03,104.95,105.0,,,,,
134.05,134.29,128.63,128.89,129.74,130.02,104.94,104.99,,,,,
134.04,134.28,128.62,128.87,129.72,130.0,104.94,104.99,,,,,
134.03,134.27,128.61,128.86,129.71,129.99,104.93,104.98,,,,,
134.02,134.26,128.6,128.85,129.7,129.98,104.93,104.98,,,,,
134.01,134.25,128.59,128.84,129.69,129.97,104.93,104.98,,,,,
134.0,134.24,128.58,128.83,129.69,129.97,104.93,104.98,,,,,
134.0,134.23,128.57,128.83,129.68,129.96,104.92,104.97,,,,,
133.99,134.22,128.56,128.82,129.67,129.95,104.92,104.97,,,,,
133.98,134.22,128.56,128.81,129.66,129.94,104.92,104.97,,,,,
133.98,134.21,128.55,128.81,129.66,129.94,104.91,104.96,,,,,
133.97,134.21,128.55,128.81,129.66,129.93,104.91,104.96,,,,,
133.97,134.2,128.55,128.8,129.65,129.93,104.91,104.96,,,,,
133.97,134.2,128.55,128.8,129.65,129.93,104.91,104.96,,,,,
133.97,134.2,128.55,128.8,129.65,129.93,104.91,104.96,,,,,
133.97,134.21,128.55,128.8,129.65,129.93,104.91,104.96,,,,,
133.98,134.21,128.55,128.81,129.66,129.93,104.91,104.96,,,,,
133.99,134.22,128.56,128.81,129.66,129.94,104.91,104.96,,,,,
133.99,134.22,128.56,128.82,129.67,129.95,104.91,104.96,,,,,
134.0,134.23,128.57,128.83,129.68,129.95,104.92,104.97,,,,,
134.01,134.24,128.58,128.84,129.69,129.96,104.92,104.97,,,,,
134.02,134.25,128.59,128.85,129.7,129.98,104.92,104.97,,,,,
134.03,134.27,128.6,128.86,129.71,129.99,104.92,104.97,,,,,
134.05,134.28,128.61,128.87,129.72,130.0,104.92,104.97,,,,,
134.06,134.29,128.63,128.88,129.74,130.01,104.93,104.98,,,,,
134.07,134.3,128.64,128.89,129.75,130.03,104.93,104.98,,,,,
134.09,134.32,128.65,128.91,129.76,130.04,104.94,104.98,,,,,
134.1,134.33,128.66,128.92,129.78,130.05,104.94,104.99,,,,,
134.11,134.34,128.68,128.93,129.79,130.06,104.94,104.99,,,,,
134.12,134.35,128.69,128.94,129.8,130.08,104.94,104.99,,,,,
134.13,134.36,128.7,128.95,129.81,130.09,104.95,105.0,,,,,
134.14,134.37,128.71,128.96,129.82,130.1,104.95,105.0,,,,,
134.15,134.38,128.72,128.97,129.83,130.1,104.95,105.0,,,,,
134.16,134.39,128.72,128.98,129.84,130.11,104.96,105.01,,,,,
134.16,134.39,128.73,128.98,129.84,130.12,104.96,105.01,,,,,
134.16,134.39,128.73,128.99,129.85,130.12,104.96,105.01,,,,,
134.16,134.39,128.74,128.99,129.85,130.13,104.96,105.01,,,,,
134.17,134.39,128.74,128.99,129.86,130.13,104.97,105.01,,,,,
134.16,134.39,128.74,128.99,129.86,130.13,104.97,105.01,,,,,
134.16,134.39,128.74,128.99,129.85,130.13,104.97,105.01,,,,,
134.16,134.39,128.74,128.99,129.85,130.12,104.97,105.02,,,,,
134.15,134.38,128.74,128.99,129.85,130.12,104.97,105.02,,,,,
134.15,134.37,128.73,128.98,129.84,130.12,104.97,105.02,,,,,
134.14,134.37,128.73,128.98,129.84,130.11,104.97,105.02,,,,,
134.13,134.36,128.72,128.97,129.83,130.1,104.97,105.02,,,,,
134.12,134.35,128.71,128.96,129.82,130.09,104.97,105.01,,,,,
134.11,134.34,128.71,128.96,129.81,130.08,104.96,105.01,,,,,
134.1,134.33,128.7,128.95,129.8,130.07,104.96,105.01,,,,,
134.09,134.31,128.69,128.94,129.79,130.06,104.96,105.01,,,,,
134.07,134.3,128.68,128.93,129.78,130.05,104.96,105.01,,,,,
134.06,134.29,128.66,128.91,129.77,130.04,104.96,105.01,,,,,
134.04,134.27,128.65,128.9,129.75,130.02,104.96,105.0,,,,,
134.03,134.25,128.64,128.88,129.74,130.01,104.95,105.0,,,,,
134.01,134.24,128.62,128.87,129.72,129.99,104.95,105.0,,,,,
134.0,134.22,128.61,128.86,129.71,129.98,104.95,105.0,,,,,
133.98,134.21,128.6,128.84,129.7,129.97,104.94,104.99,,,,,
133.97,134.2,128.58,128.83,129.68,129.95,104.94,104.99,,,,,
133.96,134.18,128.57,128.82,129.67,129.94,104.94,104.99,,,,,
133.95,134.18,128.57,128.81,129.66,129.93,104.94,104.98,,,,,
133.94,134.17,128.56,128.8,129.65,129.92,104.93,104.98,,,,,
133.93,134.16,128.55,128.8,129.65,129.91,104.93,104.98,,,,,
